mode,load,0_vgg19-32,1_resnet18-2,2_squeezenet1_1-8
mps-uncap,1.0,26.71637535095215,19.53966617584228,19.78304386138916
mig,1.0,50.27186870574951,2.1500587463378906,3.454923629760742
