mode,load,0_vgg19-32,1_resnet18-2,2_squeezenet1_1-8
mps-uncap,1.0,24.796247482299805,2.1076202392578125,1.8620491027832031
mig,1.0,48.911333084106445,2.0799636840820312,3.122091293334961
