mode,load,0_vgg19-32,1_resnet18-2,2_squeezenet1_1-8
mps-uncap,1.0,37.82367706298828,23.154020309448242,21.516799926757812
mig,1.0,55.40108680725098,10.111331939697266,10.015487670898438
