mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-2,2_mobilenet_v3_small-8,3_vgg13-32
mps-uncap,1.0,26.28612518310547,21.417737007141113,21.955490112304688,20.801305770874023
