mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-2,2_mobilenet_v3_small-8,3_vgg13-32
mps-uncap,1.0,35.33255577087402,32.278451919555664,33.00199508666992,23.014020919799805
