mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-2,2_mobilenet_v3_small-8,3_vgg13-32
mps-uncap,1.0,11.084556579589844,4.096269607543945,4.018068313598633,18.196582794189453
