mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-2,2_mobilenet_v3_small-8,3_vgg13-32
mps-uncap,1.0,35.33231735229492,32.278451919555664,33.00175666809082,23.01384925842285
