mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-2,2_mobilenet_v3_small-8,3_vgg13-32
mps-uncap,1.0,36.53693199157715,34.038543701171875,35.66551208496094,24.51181411743164
