mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-2,2_mobilenet_v3_small-8,3_vgg13-32
mps-uncap,1.0,1153.7427083397465,97.55873842301712,370.2929621830366,1550.031534975093
