mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-2,2_mobilenet_v3_small-8,3_vgg13-32
mps-uncap,1.0,33.33911895751953,28.118419647216804,29.050588607788086,22.114086151123047
