mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-4,2_mobilenet_v3_small-4,3_mobilenet_v3_small-4
mig,0.1,3.134489059448242,3.018665313720704,3.466081619262696,3.4463167190551762
mig,0.2,5.984401702880859,6.049394607543945,6.008481979370116,6.111264228820801
mig,0.3,6.0214996337890625,5.999565124511719,6.280612945556644,6.5239667892456055
mig,0.4,5.577325820922852,5.569219589233398,5.629158020019547,6.0533761978149405
mig,0.5,4.5028448104858425,4.614019393920899,4.577779769897462,4.3667078018188485
mig,0.6,4.732608795166016,4.760861396789551,6.052064895629882,5.554199218750001
mig,0.7,8.913755416870119,7.480001449584959,7.430267333984374,7.001280784606934
mig,0.8,16.53296947479249,15.658020973205563,11.166810989379883,9.79924201965332
mig,0.9,27.387595176696784,26.28438472747803,19.89216804504395,18.328094482421875
mig,1.0,1738.5581970214844,153.7506103515625,253.0787944793701,82.57112503051758
