mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-4,2_mobilenet_v3_small-4,3_mobilenet_v3_small-4
mig,0.1,2.3658275604248047,2.368450164794922,2.3810863494873047,2.3963451385498047
mig,0.2,2.379894256591797,2.3407936096191406,2.3758411407470703,2.386331558227539
mig,0.3,2.3970603942871094,2.3262500762939453,2.309560775756836,2.318143844604492
mig,0.4,2.353191375732422,2.3207664489746094,2.309560775756836,2.3202896118164062
mig,0.5,2.3276805877685547,2.3102760314941406,2.350330352783203,2.318143844604492
mig,0.6,2.3233890533447266,2.3026466369628906,2.362489700317383,2.3822784423828125
mig,0.7,2.3713111877441406,2.291440963745117,2.3326873779296875,2.324342727661133
mig,0.8,2.3500919342041016,2.2780895233154297,2.2764205932617188,2.338409423828125
mig,0.9,2.3338794708251953,2.2974014282226562,2.2954940795898438,2.309083938598633
mig,1.0,2.3605823516845703,2.308368682861328,2.3832321166992188,2.3500919342041016
