mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-4,2_mobilenet_v3_small-4,3_mobilenet_v3_small-4
mig,0.1,5.716085433959961,5.770325660705566,5.818605422973633,5.827784538269043
mig,0.2,5.825996398925781,5.902290344238281,5.903124809265137,5.916357040405273
mig,0.3,4.931449890136719,5.006074905395508,5.1250457763671875,5.269527435302734
mig,0.4,4.074215888977051,4.065036773681641,4.049062728881836,4.129648208618164
mig,0.5,3.4662485122680664,3.5294294357299805,3.4914016723632812,3.5899877548217773
mig,0.6,3.4492015838623047,3.418087959289551,3.7987232208251953,3.7043094635009766
mig,0.7,4.520058631896973,4.153966903686523,4.230499267578125,4.175901412963867
mig,0.8,6.618976593017578,5.646467208862305,5.193471908569336,4.815220832824707
mig,0.9,10.58971881866455,8.611917495727539,7.810115814208984,7.472991943359375
mig,1.0,972.3474979400635,72.28350639343262,137.1762752532959,30.100584030151367
