mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-4,2_mobilenet_v3_small-4,3_mobilenet_v3_small-4
mig,0.1,5.993366241455078,6.045079231262207,6.088495254516602,6.074190139770508
mig,0.2,6.233453750610352,6.194353103637695,6.283688545227051,6.252884864807129
mig,0.3,5.258846282958984,5.294322967529297,5.397224426269532,5.423784255981445
mig,0.4,4.046201705932617,4.0348052978515625,3.994464874267578,4.069066047668457
mig,0.5,3.3202886581420903,3.695988655090332,3.437113761901858,3.809285163879395
mig,0.6,2.529621124267578,2.5469064712524414,2.644634246826172,2.599000930786133
mig,0.7,2.545595169067383,2.47955322265625,2.5153160095214844,2.5020837783813477
mig,0.8,2.5136470794677734,2.473592758178711,2.4566650390625,2.490997314453125
mig,0.9,2.447843551635742,2.4290084838867188,2.4328231811523438,2.4597644805908203
mig,1.0,2.475452423095703,2.4230480194091797,2.499103546142578,2.4576187133789062
