mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-4,2_mobilenet_v3_small-4,3_mobilenet_v3_small-4
mig,0.1,12.881755828857422,15.635251998901367,15.718936920166016,18.050432205200195
mig,0.2,25.127172470092773,22.753000259399414,22.255659103393555,24.024486541748047
mig,0.3,22.28713035583496,25.48074722290039,33.46610069274902,26.460886001586914
mig,0.4,21.989822387695312,20.116567611694336,18.774032592773438,21.048307418823242
mig,0.5,19.997119903564453,19.912004470825195,20.22528648376465,20.41339874267578
mig,0.6,21.643638610839844,16.806364059448242,41.335105895996094,24.70111846923828
mig,0.7,30.092477798461914,26.361465454101562,25.481462478637695,22.693395614624023
mig,0.8,63.65394592285156,45.757293701171875,41.9158935546875,26.97467803955078
mig,0.9,73.70948791503906,63.62318992614746,45.15266418457031,51.03921890258789
mig,1.0,1853.4221649169922,285.8929634094238,332.8714370727539,153.87296676635742
