mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_squeezenet1_0-2,3_vgg13-32
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.0011920928955078125,0.000476837158203125
