mode,load,0_densenet169-8,1_vgg19-32,2_vgg19-4
mps-uncap,0.8,426.6716718673707,296.04805469512934,93.65041971206655
mps-uncap,0.9,811.9086623191833,880.8570384979245,148.8305020332336
mps-uncap,1.0,1725.3517532348635,5224.176740646363,425.7160663604736
mps-uncap,0.5,122.36189842224121,154.8247575759891,42.74754524230967
mps-uncap,0.6,175.61359882354756,131.610746383667,52.789649963378956
mps-uncap,0.7,240.94059944152832,218.3930587768555,76.90245628356934
mps-uncap,0.1,56.55826568603514,52.373113632202134,22.95139312744135
mps-uncap,0.2,54.42700386047362,47.70679712295532,23.645081520080556
mps-uncap,0.3,79.54334735870347,71.70633316040039,26.859178543090845
mps-uncap,0.4,91.46462917327884,70.78791856765746,33.75613689422609
