mode,load,0_densenet169-8,1_vgg19-32,2_vgg19-4
mps-uncap,0.8,59.8404149000058,970.1851273155205,127.0392006369985
mps-uncap,0.9,69.6458790643057,1079.2097054031558,146.04031480006068
mps-uncap,1.0,76.0238985166082,1143.691107243122,169.67911022649207
mps-uncap,0.5,39.55842309980245,580.7562815825104,77.40244344087347
mps-uncap,0.6,54.14904966013474,745.3197139909817,95.17297959293111
mps-uncap,0.7,53.061851436275845,873.183267757049,111.26217668008081
mps-uncap,0.1,8.142953937085153,118.09452547236799,17.378191404233657
mps-uncap,0.2,16.305078859886365,247.10298018681058,34.070706222598325
mps-uncap,0.3,20.78159363872671,386.10868622914126,50.356334001184734
mps-uncap,0.4,32.9058043498752,484.3156437194957,62.55363330382361
