mode,load,0_densenet169-8,1_vgg19-32,2_vgg19-4
mps-uncap,0.8,16.629934310913086,22.089481353759766,3.560304641723633
mps-uncap,0.9,16.9675350189209,22.094011306762695,3.568887710571289
mps-uncap,1.0,17.76576042175293,24.153470993041992,6.039619445800781
mps-uncap,0.5,16.59393310546875,21.77596092224121,3.5271644592285156
mps-uncap,0.6,16.608238220214844,21.799802780151367,3.5147666931152344
mps-uncap,0.7,16.614198684692383,21.82149887084961,3.5104751586914062
mps-uncap,0.1,17.165660858154297,21.94356918334961,3.5560131072998047
mps-uncap,0.2,17.062902450561523,21.741628646850586,3.5271644592285156
mps-uncap,0.3,16.809463500976562,21.833419799804688,3.504514694213867
mps-uncap,0.4,16.95084571838379,21.610260009765625,3.5147666931152344
