mode,load,0_vgg11-16,1_vgg11-16,2_vgg11-16,3_vgg11-16
mig,0.1,19.096229076385494,16.38198375701902,16.96223020553589,25.036783218383743
mig,0.2,20.395429134368875,22.724461555480943,22.038745880126946,53.539638519287244
mig,0.3,30.989341735839847,30.39879798889158,38.00135612487789,43.97854328155517
mig,0.4,51.96925163269043,38.29993009567265,44.86654281616209,73.5303688049318
mig,0.5,58.59679460525509,59.40332174301146,65.37112474441528,156.2694382667542
mig,0.6,61.83269500732419,81.97930097579959,69.54048156738283,189.6717000007629
mig,0.7,112.38611221313454,93.60429525375348,130.87361335754372,170.5127906799316
mig,0.8,107.05491065979028,175.04744529724135,133.31068754196167,220.63308715820335
mig,0.9,405.0394201278691,345.8666157722474,236.48693084716794,469.2021894454956
mig,1.0,605.9491491317749,594.3067026138305,1301.6563749313354,3432.9501366615295
