mode,load,0_vgg11-16,1_vgg11-16,2_vgg11-16,3_vgg11-16
mig,0.1,18.22948455810547,18.321990966796875,18.343448638916016,35.764217376708984
mig,0.2,18.224358558654785,18.301725387573242,18.32127571105957,35.745978355407715
mig,0.3,18.19431781768799,18.268346786499023,18.29075813293457,35.73799133300781
mig,0.4,18.17774772644043,18.255949020385742,18.272876739501953,35.73107719421387
mig,0.5,18.184185028076172,18.250346183776855,18.279194831848145,35.738468170166016
mig,0.6,18.204927444458008,18.27847957611084,18.297195434570312,35.79986095428467
mig,0.7,18.302440643310547,18.375396728515625,18.3870792388916,35.98451614379883
mig,0.8,18.51820945739746,18.583297729492188,18.584728240966797,36.406755447387695
mig,0.9,18.861889839172363,18.94557476043701,18.960237503051758,37.040114402770996
mig,1.0,19.109725952148438,19.216418266296387,19.220352172851562,37.56558895111084
