mode,load,0_vgg11-16,1_vgg11-16,2_vgg11-16,3_vgg11-16
mig,0.1,93.26684485850119,83.60146350087086,75.540213912035,37.74595390622675
mig,0.2,160.28969542818152,156.66394875211486,163.28126578577925,86.08682347286386
mig,0.3,248.9907596309542,234.5456085248106,260.61385947400487,112.36299783157232
mig,0.4,333.2564277232044,313.3643963050003,336.2323259325182,163.99587767229957
mig,0.5,408.04539740888356,434.7969737531889,396.33311887318905,210.0024674133198
mig,0.6,486.99872496852583,497.97226262776815,483.4531542703662,261.4975135105379
mig,0.7,559.3787569209896,567.092562598093,547.7334801793763,299.0540225868474
mig,0.8,650.3917385634084,654.031195730612,647.1781055744634,327.94888431482434
mig,0.9,749.4835595917311,746.7608318728556,734.4494854589739,394.1926993932187
mig,1.0,799.7786886238455,819.7764504169957,829.4621394719225,415.28225340498255
