mode,load,0_alexnet-8,1_efficientnet_b5-16,2_vgg11-4
mps-uncap,0.8,7.365751266479493,71.43421173095705,10.832214355468752
mps-uncap,0.9,18.326520919799805,167.51511096954349,24.172616004943848
mps-uncap,1.0,130.97887039184576,699.4837760925294,205.60798645019534
mps-uncap,0.5,3.1456947326660156,35.93449592590331,5.194592475891113
mps-uncap,0.6,4.389643669128418,45.040130615234375,7.243728637695312
mps-uncap,0.7,4.891872406005859,55.14869689941406,8.710312843322757
mps-uncap,0.1,1.5822410583496096,22.13144302368164,2.5571584701538086
mps-uncap,0.2,1.8429279327392578,23.59716892242432,3.240728378295899
mps-uncap,0.3,2.136349678039551,24.53408241271973,3.6233186721801767
mps-uncap,0.4,2.7467727661132817,31.827306747436523,4.47845458984375
