mode,load,0_alexnet-8,1_efficientnet_b5-16,2_vgg11-4
mps-uncap,0.8,3.628630638122559,34.66918468475342,5.405364036560059
mps-uncap,0.9,3.877687454223632,34.83255624771118,5.9187912940979
mps-uncap,1.0,3.9025068283081072,35.00908851623535,6.018686294555663
mps-uncap,0.5,3.4299850463867174,28.23374748229981,5.334949493408201
mps-uncap,0.6,3.5688638687133794,30.60892343521118,5.516462326049803
mps-uncap,0.7,3.3227443695068373,32.998619079589844,5.503165721893317
mps-uncap,0.1,2.426042556762695,22.436857223510742,4.5404791831970215
mps-uncap,0.2,2.7752017974853516,23.4116268157959,4.836015701293941
mps-uncap,0.3,2.968254089355469,23.640103340148926,4.970457553863523
mps-uncap,0.4,3.3331084251403813,25.39340496063232,5.249023437499997
