mode,load,0_alexnet-8,1_efficientnet_b5-16,2_vgg11-4
mps-uncap,0.8,2.823638916015625,31.582260131835938,4.593801498413087
mps-uncap,0.9,3.1731128692626953,33.76133441925049,5.095982551574708
mps-uncap,1.0,3.359079360961914,34.32459831237793,5.354166030883789
mps-uncap,0.5,2.3412704467773438,24.17445182800293,3.9047241210937496
mps-uncap,0.6,2.6422739028930664,26.802635192871097,4.356479644775391
mps-uncap,0.7,2.588510513305664,28.972005844116214,4.420065879821777
mps-uncap,0.1,1.4949798583984375,21.99232578277588,2.2678375244140625
mps-uncap,0.2,1.6362190246582031,22.366714477539062,2.788114547729493
mps-uncap,0.3,1.7363309860229492,22.537612915039062,2.8852224349975586
mps-uncap,0.4,2.130150794982912,22.350645065307624,3.5245418548583984
