mode,load,0_alexnet-8,1_efficientnet_b5-16,2_vgg11-4
mps-uncap,0.8,2379.16918669466,347.60115206174845,708.7366479390655
mps-uncap,0.9,2651.827114374376,406.8206500811799,794.8461154734033
mps-uncap,1.0,2957.2319039630993,460.49192431356414,885.1902317812974
mps-uncap,0.5,1467.1761636442316,208.1098049405333,447.6072139371059
mps-uncap,0.6,1813.7434352595847,287.9172651257695,554.8030670285661
mps-uncap,0.7,2035.7609987831638,303.2744908956505,617.249831772495
mps-uncap,0.1,313.01006709051757,47.90275105165717,91.00509378343462
mps-uncap,0.2,586.702038246538,93.27871672008524,176.39170448436337
mps-uncap,0.3,896.5035619221233,118.65490842703969,263.9445173224251
mps-uncap,0.4,1194.8245431226787,180.88967255697983,356.0618729399257
