mode,load,0_alexnet-8,1_efficientnet_b5-16,2_vgg11-4
mps-uncap,0.8,2.4318695068359375,31.929612159729004,4.024386405944824
mps-uncap,0.9,4.861593246459961,58.843255043029785,6.999969482421875
mps-uncap,1.0,31.251192092895508,242.49935150146484,34.36875343322754
mps-uncap,0.5,1.5411376953125,21.505355834960938,2.5163888931274414
mps-uncap,0.6,1.799941062927246,24.057388305664062,2.975940704345703
mps-uncap,0.7,1.9218921661376953,26.998043060302734,3.373384475708008
mps-uncap,0.1,1.310110092163086,20.90132236480713,2.0290613174438477
mps-uncap,0.2,1.3060569763183594,21.094083786010742,2.012014389038086
mps-uncap,0.3,1.3132095336914062,20.556926727294922,2.005338668823242
mps-uncap,0.4,1.415848731994629,20.15089988708496,2.2430419921875
