mode,load,0_alexnet-8,1_efficientnet_b5-16,2_vgg11-4
mps-uncap,0.8,0.9667873382568359,16.227006912231445,1.8134117126464844
mps-uncap,0.9,1.0025501251220703,15.454530715942383,1.8200874328613281
mps-uncap,1.0,0.9799003601074219,18.749237060546875,1.8279552459716797
mps-uncap,0.5,0.9860992431640625,15.009880065917969,1.8241405487060547
mps-uncap,0.6,0.9911060333251953,15.161752700805664,1.821756362915039
mps-uncap,0.7,0.9610652923583984,15.788555145263672,1.8205642700195312
mps-uncap,0.1,0.9734630584716797,15.166759490966797,1.825571060180664
mps-uncap,0.2,0.9639263153076172,15.131950378417969,1.8253326416015625
mps-uncap,0.3,0.9641647338867188,15.124082565307617,1.8215179443359375
mps-uncap,0.4,0.9944438934326172,15.161991119384766,1.8239021301269531
