mode,load,0_alexnet-8,1_efficientnet_b5-16,2_vgg11-4
mps-uncap,0.8,12.617030143737797,90.66394329071045,17.609856128692666
mps-uncap,0.9,31.086063385009766,250.618243217468,41.95742130279542
mps-uncap,1.0,223.13708305358904,862.3911380767822,310.9323883056638
mps-uncap,0.5,4.15585041046141,30.381021499633817,6.64554595947265
mps-uncap,0.6,6.556904315948487,46.74008369445802,10.818319320678699
mps-uncap,0.7,7.548618316650398,78.78711700439437,13.472449779510498
mps-uncap,0.1,1.03433609008789,19.399046897888184,1.5680670738220268
mps-uncap,0.2,1.3410186767578123,21.397793292999253,2.4009132385253897
mps-uncap,0.3,2.01887845993042,19.57940578460693,3.2185673713684078
mps-uncap,0.4,2.7950978279113796,27.320389747619572,4.600238800048826
