mode,load,0_alexnet-8,1_efficientnet_b5-16,2_vgg11-4
mps-uncap,0.8,0.008344650268554688,0.011920928955078125,0.008344650268554688
mps-uncap,0.9,0.00762939453125,0.013113021850585938,0.007867813110351562
mps-uncap,1.0,0.008106231689453125,0.014543533325195312,0.008344650268554688
mps-uncap,0.5,0.008344650268554688,0.012874603271484375,0.009059906005859375
mps-uncap,0.6,0.009298324584960938,0.011682510375976562,0.009298324584960938
mps-uncap,0.7,0.007867813110351562,0.012874603271484375,0.008106231689453125
mps-uncap,0.1,0.009775161743164062,0.025987625122070312,0.009775161743164062
mps-uncap,0.2,0.009298324584960938,0.010967254638671875,0.009775161743164062
mps-uncap,0.3,0.00858306884765625,0.013828277587890625,0.010013580322265625
mps-uncap,0.4,0.008106231689453125,0.01239776611328125,0.009059906005859375
