mode,load,1_resnet101-32,2_resnet101-32,3_mobilenet_v2-2
mps-uncap,0.1,0.048279762268066406,0.052928924560546875,0.052928924560546875
mps-uncap,0.2,0.05245208740234375,0.04982948303222656,0.05221366882324219
mps-uncap,0.3,0.049591064453125,0.04863739013671875,0.04482269287109375
mps-uncap,0.4,0.05316734313964844,0.05221366882324219,0.045299530029296875
mps-uncap,0.5,0.04696846008300781,0.04887580871582031,0.05459785461425781
mps-uncap,0.6,0.05221366882324219,0.051021575927734375,0.04863739013671875
mps-uncap,0.7,0.05245208740234375,0.05459785461425781,0.05221366882324219
mps-uncap,0.8,0.051140785217285156,0.05078315734863281,0.05233287811279297
mps-uncap,0.9,0.05316734313964844,0.05221366882324219,0.05269050598144531
mps-uncap,1.0,88.37461471557617,2.9065608978271484,5.385875701904297
mps-uncap,1.1,663.3795499801636,104.45797443389893,305.90879917144775
mps-uncap,1.2,537.9265546798706,416.8357849121094,356.68623447418213
mps-uncap,1.3,1778.472661972046,2003.7879943847656,1801.7789125442505
mps-uncap,1.4,3826.923370361328,1284.0745449066162,2153.3164978027344
mps-uncap,1.5,3768.20969581604,3004.5008659362793,3313.3857250213623
orion,0.1,0.03325939178466797,0.03361701965332031,0.034689903259277344
orion,0.3,0.0324249267578125,0.03266334533691406,0.03337860107421875
orion,0.4,0.03421306610107422,0.03528594970703125,0.037789344787597656
orion,0.5,2.4449825286865234,0.03218650817871094,0.08273124694824219
orion,0.6,0.03314018249511719,64.5906925201416,196.72465324401855
orion,0.7,0.032901763916015625,2119.4849014282227,320.96707820892334
orion,0.8,0.03361701965332031,1800.246238708496,1580.3515911102295
orion,0.9,0.033855438232421875,2067.0461654663086,4512.958288192749
orion,1.0,0.03421306610107422,5748.457908630371,2845.2634811401367
orion,1.1,5983.022212982178,0.036716461181640625,4341.503143310547
orion,1.2,7035.072803497314,0.039577484130859375,5990.2355670928955
orion,1.3,0.04363059997558594,7302.083730697632,6141.507863998413
orion,1.4,0.04303455352783203,7181.323051452637,6430.097818374634
orion,1.5,7419.930696487427,0.08344650268554688,6096.147775650024
orion,0.2,0.0324249267578125,0.03254413604736328,0.03170967102050781
ts,0.1,0.050187110900878906,0.05257129669189453,0.05364418029785156
ts,0.2,0.04863739013671875,0.05316734313964844,0.0457763671875
ts,0.3,0.049591064453125,0.04887580871582031,0.04792213439941406
ts,0.4,0.05078315734863281,0.0514984130859375,0.05078315734863281
ts,0.5,0.051856040954589844,0.047206878662109375,0.04410743713378906
ts,0.6,0.04839897155761719,0.05269050598144531,0.05161762237548828
ts,0.7,90.75140953063965,0.05161762237548828,0.0476837158203125
ts,0.8,602.3414134979248,880.394458770752,0.05364418029785156
ts,0.9,598.8972187042236,1127.5023221969604,0.04601478576660156
ts,1.0,3484.4212532043457,2267.747640609741,0.05555152893066406
ts,1.1,4667.933344841003,2971.07470035553,0.0514984130859375
ts,1.2,3504.7309398651123,3452.1541595458984,0.04839897155761719
ts,1.3,4741.108417510986,2849.9131202697754,0.05340576171875
ts,1.4,4946.684122085571,3408.950090408325,1.2068748474121094
ts,1.5,5512.20178604126,4634.83738899231,3.6275386810302734
