mode,load,1_resnet101-32,2_resnet101-32,3_mobilenet_v2-2
mps-uncap,0.1,0.05505084991455078,0.0568389892578125,0.05698204040527344
mps-uncap,0.2,0.08332729339599612,0.06260871887207031,3.736734390258788
mps-uncap,0.3,0.05555152893066407,0.05340576171875,0.956773757934571
mps-uncap,0.4,0.06976127624511726,8.33582878112793,3.041410446166994
mps-uncap,0.5,0.08015632629394538,0.06818771362304688,5.120015144348145
mps-uncap,0.6,0.06120204925537111,0.08454322814941403,5.043888092041021
mps-uncap,0.7,0.4219055175781297,45.667409896850586,6.588935852050781
mps-uncap,0.8,23.082256317138672,66.39075279235848,7.576537132263187
mps-uncap,0.9,166.1357879638672,41.29314422607426,8.507728576660158
mps-uncap,1.0,518.0065631866455,476.34692192077614,245.8144664764405
mps-uncap,1.1,2044.6179151535034,1137.4457597732548,870.8933591842649
mps-uncap,1.2,1114.0688419342039,879.9439907073975,1893.4670686721802
mps-uncap,1.3,2610.7999086380005,4982.793855667114,3925.3316402435307
mps-uncap,1.4,6412.1864318847665,2275.7539272308354,4670.741844177247
mps-uncap,1.5,7038.221836090088,6024.956798553468,5973.65517616272
orion,0.1,0.036787986755371094,0.10881423950195308,0.04866123199462893
orion,0.3,2.4274587631225586,81.10847473144531,44.09611225128174
orion,0.4,3.5418748855590874,111.1392021179199,85.46118736267091
orion,0.5,164.75772857666016,2.971625328063964,121.29745483398439
orion,0.6,3.7898302078247075,211.8640422821045,577.6323318481445
orion,0.7,5.138635635375977,2931.7156553268433,844.4726467132568
orion,0.8,5.105113983154297,4050.224256515503,3408.5579872131343
orion,0.9,5.002832412719728,4958.606719970704,8150.749158859252
orion,1.0,5.7860612869262695,9088.201355934145,6837.163066864015
orion,1.1,10702.07166671753,6.573677062988281,6675.766825675965
orion,1.2,11439.878463745117,7.5272321701049805,10291.656160354614
orion,1.3,9.997320175170897,12777.265119552612,9924.962854385376
orion,1.4,8.329987525939941,13190.544700622559,11885.139083862305
orion,1.5,13259.359121322634,9.260559082031248,11182.272243499756
orion,0.2,0.04100799560546875,2.4496316909790044,16.565442085266113
ts,0.1,0.05412101745605469,0.05660057067871094,0.056743621826171875
ts,0.2,0.052928924560546875,0.0568389892578125,0.05192756652832031
ts,0.3,0.05531311035156252,0.06408691406250007,0.9849071502685608
ts,0.4,0.09491443634033214,2.32362747192382,3.632068634033203
ts,0.5,0.05607604980468754,4.8340559005737305,5.104064941406251
ts,0.6,6.973743438720703,123.89917373657235,4.842424392700196
ts,0.7,661.078572273254,205.31649589538574,7.115840911865234
ts,0.8,1989.928960800171,1753.523349761963,7.558345794677734
ts,0.9,1939.0226602554324,1782.5389146804812,7.432627677917481
ts,1.0,4827.017259597778,4662.199091911316,8.001637458801268
ts,1.1,7634.019017219543,6431.061029434204,8.157539367675787
ts,1.2,7188.771057128907,5784.436416625977,11.370182037353516
ts,1.3,8821.722841262817,5475.071239471436,10.814881324768061
ts,1.4,9181.861495971682,6840.172100067139,13.93880844116211
ts,1.5,9079.745578765867,8314.133644104004,16.252994537353516
