mode,load,1_resnet101-32,2_resnet101-32,3_mobilenet_v2-2
mps-uncap,0.1,0.05634307861328125,0.06030082702636719,0.37314891815185675
mps-uncap,0.2,13.902661800384523,4.46559667587282,8.719296455383306
mps-uncap,0.3,17.8839302062988,9.207386970520066,7.752823829650876
mps-uncap,0.4,67.34725475311274,17.14301109313965,11.336793899536106
mps-uncap,0.5,12.152643203735348,14.481329917907724,12.149157524108887
mps-uncap,0.6,15.487647056579576,37.72756338119509,12.601647377014164
mps-uncap,0.7,15.58087825775146,166.04673862457275,17.625737190246554
mps-uncap,0.8,300.9187579154968,175.90602874755857,17.07444667816161
mps-uncap,0.9,352.6103019714352,149.92488861083984,26.73873901367187
mps-uncap,1.0,826.0094642639161,795.7800531387329,388.3292961120606
mps-uncap,1.1,2416.332840919494,1384.9184060096738,1220.559148788452
mps-uncap,1.2,1665.9728980064392,1063.2214736938477,2348.7406611442566
mps-uncap,1.3,2952.712905406952,5369.808976650238,4412.546305656433
mps-uncap,1.4,6725.3843116760245,2639.9363040924077,5365.600204467774
mps-uncap,1.5,8279.256916046143,6670.5291748046875,6647.373065948486
orion,0.1,4.586985111236562,30.541481971740733,0.20648479461669894
orion,0.3,6.614506244659424,185.39913654327398,143.7744021415709
orion,0.4,9.43957805633545,183.25744628906253,179.1419267654419
orion,0.5,363.10231685638433,8.864071369171112,232.92347431182858
orion,0.6,10.413031578063968,492.6792144775397,773.5204315185547
orion,0.7,12.324571609497074,3403.8598418235783,1020.9056496620182
orion,0.8,12.94147729873666,4314.895329475403,4143.364613056182
orion,0.9,12.764768600463855,5513.534822463989,8624.138879776001
orion,1.0,12.521767616271969,10208.396601676941,7605.883817672729
orion,1.1,11518.696794509888,15.953903198242168,7765.336356163025
orion,1.2,12678.784170150759,17.537760734558073,11390.961263179779
orion,1.3,22.020030021667417,14094.40343618393,10852.421312332153
orion,1.4,17.43781566619873,14340.133676528932,13124.00881767273
orion,1.5,14366.203122138977,18.390026092529283,11948.082838058472
orion,0.2,2.9186177253723167,46.1543178558349,55.7125687599182
ts,0.1,0.057697296142578125,0.060269832611083984,0.08372306823730467
ts,0.2,0.05425691604614258,10.292739868164032,5.821757316589358
ts,0.3,15.393910408020032,13.018004894256588,6.403317451477053
ts,0.4,17.11144924163818,14.281959533691392,8.101785182952886
ts,0.5,17.102963924407963,18.45446825027466,8.929769992828371
ts,0.6,47.223854064941364,243.13008785247797,10.56739568710326
ts,0.7,1005.0031471252439,364.8935818672176,14.304800033569327
ts,0.8,2244.0237045288095,2165.2573823928847,17.6405572891235
ts,0.9,2227.9330396652217,2187.806344032287,19.306252002716064
ts,1.0,5112.578058242797,4854.520502090453,17.80252456665039
ts,1.1,8652.543323040009,6821.71596288681,18.248112201690667
ts,1.2,7975.961999893188,6020.961942672729,21.895647048950195
ts,1.3,9505.727055072786,6324.690742492676,32.81103134155276
ts,1.4,10051.096949577332,7480.632486343384,35.66147089004519
ts,1.5,10178.208265304564,9079.54716682434,28.477191925048825
