mode,load,1_resnet101-32,2_resnet101-32,3_mobilenet_v2-2
mps-uncap,0.1,0.05650520324707031,0.06079673767089844,2.2933483123779297
mps-uncap,0.2,17.153263092041016,7.040500640869141,15.010833740234375
mps-uncap,0.3,22.252798080444336,17.812728881835938,8.91256332397461
mps-uncap,0.4,80.25479316711426,17.48347282409668,14.198064804077148
mps-uncap,0.5,17.13252067565918,17.072200775146484,16.261577606201172
mps-uncap,0.6,40.778398513793945,60.03761291503906,21.12579345703125
mps-uncap,0.7,17.333507537841797,172.90902137756348,25.179386138916016
mps-uncap,0.8,333.33826065063477,196.44498825073242,24.809598922729492
mps-uncap,0.9,376.2378692626953,163.53583335876465,65.1240348815918
mps-uncap,1.0,906.8050384521484,867.6414489746094,434.110164642334
mps-uncap,1.1,2542.8543090820312,1399.5201587677002,1277.754783630371
mps-uncap,1.2,1717.9224491119385,1101.2203693389893,2427.7002811431885
mps-uncap,1.3,3044.698476791382,5494.990587234497,4548.940181732178
mps-uncap,1.4,6843.85347366333,2783.027410507202,5398.50926399231
mps-uncap,1.5,8374.07112121582,6719.194412231445,6720.690011978149
orion,0.1,6.21795654296875,37.21022605895996,0.23412704467773438
orion,0.3,7.424116134643555,193.44019889831543,162.95576095581055
orion,0.4,15.828371047973633,188.37952613830566,180.22918701171875
orion,0.5,403.3188819885254,12.428760528564453,264.7526264190674
orion,0.6,18.745899200439453,613.2080554962158,790.1611328125
orion,0.7,19.030094146728516,3425.7586002349854,1045.3369617462158
orion,0.8,21.456003189086914,4376.522541046143,4247.719287872314
orion,0.9,23.211002349853516,5530.740261077881,8630.534172058105
orion,1.0,25.140762329101562,10268.370866775513,7654.3824672698975
orion,1.1,11701.926708221436,23.32472801208496,7912.469148635864
orion,1.2,12685.65320968628,37.976741790771484,11459.654331207275
orion,1.3,39.75248336791992,14237.457036972046,11004.312753677368
orion,1.4,30.17568588256836,14466.400384902954,13248.335599899292
orion,1.5,14468.76573562622,29.996156692504883,12150.24733543396
orion,0.2,6.185770034790039,62.29066848754883,57.6329231262207
ts,0.1,0.05841255187988281,0.06079673767089844,0.9262561798095703
ts,0.2,0.05435943603515625,17.701387405395508,6.763935089111328
ts,0.3,17.008066177368164,14.528989791870117,13.679265975952148
ts,0.4,26.211977005004883,21.999835968017578,13.343334197998047
ts,0.5,17.882585525512695,28.50794792175293,10.553836822509766
ts,0.6,75.71840286254883,310.3528022766113,20.660400390625
ts,0.7,1136.188268661499,385.59675216674805,21.710872650146484
ts,0.8,2306.72550201416,2307.4634075164795,23.70309829711914
ts,0.9,2270.1618671417236,2224.8692512512207,26.637554168701172
ts,1.0,5268.720865249634,4922.535419464111,25.487661361694336
ts,1.1,8830.950736999512,6998.848438262939,29.195547103881836
ts,1.2,8167.847156524658,6049.397945404053,35.61544418334961
ts,1.3,9633.457899093628,6429.193735122681,48.53987693786621
ts,1.4,10161.257982254028,7663.395404815674,47.12057113647461
ts,1.5,10327.347040176392,9103.286027908325,39.739131927490234
