mode,load,1_resnet101-32,2_resnet101-32,3_mobilenet_v2-2
mps-uncap,0.1,0.03886222839355469,0.043392181396484375,0.04029273986816406
mps-uncap,0.2,0.04887580871582031,0.04410743713378906,0.03647804260253906
mps-uncap,0.3,0.03552436828613281,0.042438507080078125,0.03719329833984375
mps-uncap,0.4,0.02765655517578125,0.044345855712890625,0.037670135498046875
mps-uncap,0.5,0.03695487976074219,0.04267692565917969,0.04100799560546875
mps-uncap,0.6,0.04076957702636719,0.04363059997558594,0.04029273986816406
mps-uncap,0.7,0.04315376281738281,0.04506111145019531,0.03552436828613281
mps-uncap,0.8,0.03910064697265625,0.04267692565917969,0.040531158447265625
mps-uncap,0.9,0.04029273986816406,0.03409385681152344,0.03719329833984375
mps-uncap,1.0,0.045299530029296875,0.041961669921875,0.03838539123535156
mps-uncap,1.1,0.047206878662109375,0.04410743713378906,0.03910064697265625
mps-uncap,1.2,0.04839897155761719,0.03933906555175781,0.038623809814453125
mps-uncap,1.3,0.03695487976074219,0.05269050598144531,0.051021575927734375
mps-uncap,1.4,0.04315376281738281,0.05340576171875,0.04792213439941406
mps-uncap,1.5,0.04410743713378906,0.04982948303222656,0.04506111145019531
orion,0.1,0.029802322387695312,0.030517578125,0.031948089599609375
orion,0.3,0.029325485229492188,0.028848648071289062,0.029325485229492188
orion,0.4,0.029087066650390625,0.030755996704101562,0.031232833862304688
orion,0.5,0.029802322387695312,0.02956390380859375,0.02956390380859375
orion,0.6,0.029325485229492188,0.02956390380859375,0.02956390380859375
orion,0.7,0.027179718017578125,0.1049041748046875,0.030517578125
orion,0.8,0.02956390380859375,0.2491474151611328,0.030755996704101562
orion,0.9,0.028371810913085938,0.15163421630859375,0.10466575622558594
orion,1.0,0.028133392333984375,0.22912025451660156,0.1678466796875
orion,1.1,0.15687942504882812,0.022172927856445312,0.12087821960449219
orion,1.2,0.1437664031982422,0.028371810913085938,0.10609626770019531
orion,1.3,0.02956390380859375,0.1850128173828125,0.08368492126464844
orion,1.4,0.028133392333984375,0.14829635620117188,0.17404556274414062
orion,1.5,0.24628639221191406,0.030755996704101562,0.08273124694824219
orion,0.2,0.029802322387695312,0.029802322387695312,0.028848648071289062
ts,0.1,0.04291534423828125,0.04553794860839844,0.04649162292480469
ts,0.2,0.043392181396484375,0.04673004150390625,0.03743171691894531
ts,0.3,0.03981590270996094,0.04076957702636719,0.03910064697265625
ts,0.4,0.04315376281738281,0.043392181396484375,0.03838539123535156
ts,0.5,0.04410743713378906,0.04100799560546875,0.030755996704101562
ts,0.6,0.043392181396484375,0.04482269287109375,0.03647804260253906
ts,0.7,0.042438507080078125,0.04029273986816406,0.03695487976074219
ts,0.8,0.04649162292480469,0.04291534423828125,0.03337860107421875
ts,0.9,0.0457763671875,0.04410743713378906,0.03504753112792969
ts,1.0,0.048160552978515625,0.04839897155761719,0.03695487976074219
ts,1.1,0.04982948303222656,0.047206878662109375,0.03743171691894531
ts,1.2,0.04673004150390625,0.04673004150390625,0.03504753112792969
ts,1.3,0.04887580871582031,0.039577484130859375,0.03528594970703125
ts,1.4,0.05173683166503906,0.04744529724121094,0.03647804260253906
ts,1.5,0.05412101745605469,0.05125999450683594,0.03528594970703125
