mode,load,1_resnet101-32,2_resnet101-32,3_mobilenet_v2-2
mps-uncap,0.1,18.722057342529297,20.139455795288086,10.774612426757812
mps-uncap,0.2,35.15124320983887,24.888277053833008,23.355960845947266
mps-uncap,0.3,53.772687911987305,36.67640686035156,16.733646392822266
mps-uncap,0.4,154.72412109375,35.29763221740723,22.31454849243164
mps-uncap,0.5,37.46652603149414,100.50010681152344,24.79076385498047
mps-uncap,0.6,125.92267990112305,132.8892707824707,29.328346252441406
mps-uncap,0.7,91.90177917480469,256.15692138671875,33.46061706542969
mps-uncap,0.8,383.14223289489746,277.1339416503906,33.13922882080078
mps-uncap,0.9,430.73439598083496,249.31025505065918,73.32658767700195
mps-uncap,1.0,990.1316165924072,961.7071151733398,458.7125778198242
mps-uncap,1.1,2643.6262130737305,1485.3498935699463,1299.3464469909668
mps-uncap,1.2,1816.7121410369873,1186.0036849975586,2447.9455947875977
mps-uncap,1.3,3131.896734237671,5589.447498321533,4568.703889846802
mps-uncap,1.4,6937.524080276489,2868.75581741333,5417.737722396851
mps-uncap,1.5,8460.967302322388,6816.995143890381,6739.773511886597
orion,0.1,13.261795043945312,143.06187629699707,103.53302955627441
orion,0.3,14.624595642089844,274.9598026275635,231.5235137939453
orion,0.4,22.530078887939453,299.40080642700195,294.19541358947754
orion,0.5,527.825117111206,19.054651260375977,388.6873722076416
orion,0.6,25.432586669921875,752.8600692749023,930.9966564178467
orion,0.7,25.954484939575195,3578.6285400390625,1175.5666732788086
orion,0.8,28.237104415893555,4521.062850952148,4379.380226135254
orion,0.9,29.949426651000977,5685.9290599823,8779.25729751587
orion,1.0,31.934738159179688,10399.154424667358,7742.7427768707275
orion,1.1,11842.30351448059,30.182838439941406,7992.536306381226
orion,1.2,12848.528385162354,45.0596809387207,11591.940641403198
orion,1.3,46.64111137390137,14362.950086593628,11145.089149475098
orion,1.4,37.047624588012695,14557.140350341797,13422.426223754883
orion,1.5,14679.417371749878,36.75246238708496,12232.327699661255
orion,0.2,13.280391693115234,123.48461151123047,112.01715469360352
ts,0.1,18.121957778930664,19.246339797973633,9.587287902832031
ts,0.2,17.864704132080078,55.11212348937988,14.688968658447266
ts,0.3,35.77089309692383,54.93426322937012,21.21758460998535
ts,0.4,75.1032829284668,97.90301322937012,21.775007247924805
ts,0.5,36.52524948120117,108.22439193725586,21.55900001525879
ts,0.6,127.15721130371094,369.3084716796875,28.53226661682129
ts,0.7,1252.6421546936035,499.18437004089355,29.993295669555664
ts,0.8,2420.743703842163,2426.7334938049316,32.06324577331543
ts,0.9,2391.8936252593994,2338.4597301483154,35.047292709350586
ts,1.0,5376.88136100769,5040.085554122925,33.63537788391113
ts,1.1,8942.634582519531,7115.240573883057,37.63937950134277
ts,1.2,8287.163019180298,6166.392087936401,44.219970703125
ts,1.3,9747.72596359253,6538.114309310913,56.26392364501953
ts,1.4,10281.601428985596,7779.195547103882,55.50098419189453
ts,1.5,10443.135261535645,9223.482370376587,48.1112003326416
