mode,load,1_resnet101-32,2_resnet101-32,3_mobilenet_v2-2
mps-uncap,0.1,18.62028360366821,20.1053524017334,9.439187049865724
mps-uncap,0.2,31.941547393798828,23.95963907241822,16.72064304351807
mps-uncap,0.3,38.615827560424705,27.39915370941167,15.590438842773438
mps-uncap,0.4,129.90789890289298,34.789323806762695,19.740486145019513
mps-uncap,0.5,34.244823455810526,41.2720441818238,20.649969577789307
mps-uncap,0.6,68.46874237060521,130.64355134963992,20.784955024719242
mps-uncap,0.7,66.01221561431885,221.91500663757324,25.868487358093244
mps-uncap,0.8,350.2829670906067,248.55079174041748,25.9165740013122
mps-uncap,0.9,413.29300403594965,236.9027900695801,45.45871734619133
mps-uncap,1.0,909.2113971710206,894.0438890457153,411.1224699020388
mps-uncap,1.1,2513.028695583343,1470.283372402191,1238.8721513748167
mps-uncap,1.2,1762.8548622131348,1146.6941189765928,2369.1513538360596
mps-uncap,1.3,3037.877118587494,5465.900354385376,4432.831954956055
mps-uncap,1.4,6823.05188179016,2725.6487274169926,5388.005475997925
mps-uncap,1.5,8363.624219894407,6769.2728900909415,6665.603485107422
orion,0.1,11.698951721191392,137.72475242614746,101.49893283843991
orion,0.3,13.651788234710693,265.6265306472779,228.03214788436887
orion,0.4,16.173198223114014,258.7613534927369,275.6886219978332
orion,0.5,487.822699546814,15.658516883850064,353.5715985298156
orion,0.6,17.1558690071106,594.7123050689704,853.8223648071289
orion,0.7,19.353556632995616,3541.6440987586975,1150.250327587128
orion,0.8,19.701478481292806,4434.47256565094,4287.954075336455
orion,0.9,19.360888004302975,5631.016693115234,8766.932830810547
orion,1.0,19.80512142181394,10368.875977993011,7733.723545074463
orion,1.1,11716.210322380066,22.631974220275872,7920.403003692627
orion,1.2,12831.863441467287,24.576008319854715,11526.92366361618
orion,1.3,29.060709476470887,14297.074303627016,11012.610569000242
orion,1.4,24.302184581756592,14544.212498664858,13314.745616912844
orion,1.5,14528.393359184265,25.41049957275388,12147.51220703125
orion,0.2,9.650125503540043,118.80599975585936,110.00785827636717
ts,0.1,18.034696578979492,19.238157272338867,9.47901725769043
ts,0.2,17.853119373321533,40.03387451171869,13.749160766601564
ts,0.3,33.90638351440431,38.936417102813685,13.93143653869629
ts,0.4,71.02500677108763,54.07852172851555,16.316676139831547
ts,0.5,35.634927749633796,88.67319822311406,17.14571714401245
ts,0.6,109.38282012939446,332.93734073638916,18.359899520874013
ts,0.7,1084.7175693511956,473.03835153579683,22.614746093749996
ts,0.8,2362.975931167603,2280.816578865052,26.07577323913571
ts,0.9,2342.2795557975764,2308.4478116035457,27.153275012969967
ts,1.0,5232.801761627197,4971.803562641144,26.066579818725586
ts,1.1,8767.642927169802,6933.927974700928,26.428880691528317
ts,1.2,8100.924396514891,6140.362071990967,30.475974082946777
ts,1.3,9617.17526435852,6442.4663162231445,40.569348335266135
ts,1.4,10166.229400634766,7596.688766479493,44.062478542327895
ts,1.5,10295.395250320433,9196.17487192154,36.81802749633789
