mode,load,1_resnet101-32,2_resnet101-32,3_mobilenet_v2-2
mps-uncap,0.1,18.114542961120605,19.79670524597168,8.680009841918945
mps-uncap,0.2,18.807172775268555,19.03510093688965,11.861371994018555
mps-uncap,0.3,18.64614486694336,19.1068172454834,9.097957611083986
mps-uncap,0.4,19.032144546508793,27.402400970458984,11.34800910949707
mps-uncap,0.5,22.06139564514161,19.310951232910156,13.513422012329103
mps-uncap,0.6,26.38211250305176,20.499753952026367,13.308382034301758
mps-uncap,0.7,21.59180641174318,127.55656242370605,14.887332916259766
mps-uncap,0.8,93.49298477172852,136.97810173034668,15.960216522216797
mps-uncap,0.9,239.06826972961426,122.9226112365723,17.44885444641114
mps-uncap,1.0,601.132869720459,573.2588291168211,267.22645759582525
mps-uncap,1.1,2139.7166728973393,1222.9227781295779,890.3340101242064
mps-uncap,1.2,1216.0385608673093,963.4375810623169,1916.4738655090332
mps-uncap,1.3,2696.400046348572,5078.352689743042,3946.0323572158813
mps-uncap,1.4,6507.653713226319,2354.85429763794,4691.355800628663
mps-uncap,1.5,7119.18387413025,6121.370172500611,5994.259023666382
orion,0.1,7.655835151672363,88.48538398742674,77.75869369506837
orion,0.3,9.41765308380127,156.09345436096189,151.78334712982178
orion,0.4,10.164642333984379,194.32876110076901,194.7263240814209
orion,0.5,273.06079864501953,9.755158424377436,232.58516788482666
orion,0.6,10.600376129150392,339.4322395324706,709.7833633422852
orion,0.7,12.136220932006836,3070.5549716949467,979.1222810745239
orion,0.8,12.155628204345703,4196.197509765625,3561.680245399475
orion,0.9,11.687731742858888,5093.8575744628915,8299.083089828491
orion,1.0,12.587428092956543,9245.79005241394,6980.273723602296
orion,1.1,10878.857231140139,13.328695297241211,6842.936348915101
orion,1.2,11670.85485458374,14.548778533935547,10506.053638458254
orion,1.3,17.063498497009277,12951.95426940918,10074.02548789978
orion,1.4,15.218615531921387,13364.840698242188,12035.75382232666
orion,1.5,13458.144092559814,15.978956222534178,11304.497003555298
orion,0.2,7.806968688964844,104.75466251373291,99.79093074798584
ts,0.1,17.513394355773926,19.08411979675293,8.476829528808594
ts,0.2,17.70470142364502,19.081449508666992,8.474898338317871
ts,0.3,18.784141540527344,19.585394859313965,8.514356613159183
ts,0.4,24.411916732788093,25.17638206481932,11.579632759094238
ts,0.5,19.11363601684571,30.191540718078613,12.956047058105472
ts,0.6,51.58710479736328,211.56291961669925,12.661266326904299
ts,0.7,759.9998474121094,320.9337949752808,15.317678451538086
ts,0.8,2105.5569648742676,1868.5221672058105,15.761470794677736
ts,0.9,2052.4193048477173,1898.1129884719849,15.317296981811523
ts,1.0,4945.619702339172,4779.290890693665,16.22145175933838
ts,1.1,7746.223425865173,6543.666315078735,16.39480590820313
ts,1.2,7305.650854110718,5902.808856964111,19.860267639160156
ts,1.3,8945.268154144287,5595.438480377197,18.853092193603512
ts,1.4,9299.832916259767,6957.295083999634,22.3008394241333
ts,1.5,9199.136924743652,8440.810680389404,24.60622787475586
