mode,load,0_alexnet-8,1_resnet50-16,2_squeezenet1_0-4
mps-uncap,0.8,0.9987354278564453,6.428241729736328,1.177072525024414
mps-uncap,0.9,0.9932518005371094,6.470441818237305,1.1844635009765625
mps-uncap,1.0,1.012563705444336,6.4144134521484375,1.2097358703613281
mps-uncap,0.5,1.0051727294921875,6.383180618286133,1.1780261993408203
mps-uncap,0.6,1.0051727294921875,6.417036056518555,1.1670589447021484
mps-uncap,0.7,0.99945068359375,6.441593170166016,1.165151596069336
mps-uncap,0.1,1.0051727294921875,6.42704963684082,1.1794567108154297
mps-uncap,0.2,1.003265380859375,6.400346755981445,1.1782646179199219
mps-uncap,0.3,1.0004043579101562,6.438016891479492,1.1687278747558594
mps-uncap,0.4,1.008749008178711,6.410360336303711,1.1799335479736328
