mode,load,0_alexnet-8,1_resnet50-16,2_squeezenet1_0-4
mps-uncap,0.8,3021.6416124233765,1178.5008306125067,752.9896797475474
mps-uncap,0.9,3463.1905677912846,1234.9863063391208,859.7627743340755
mps-uncap,1.0,3836.94750624852,1407.8548865595467,961.7655222039707
mps-uncap,0.5,1894.090353388675,685.4217922272162,465.7886156107603
mps-uncap,0.6,2280.678062307468,850.0345767389928,572.9999581092127
mps-uncap,0.7,2627.904220802767,953.7297622498812,662.4073497606041
mps-uncap,0.1,378.0643221477892,134.31343323245187,92.38936916724803
mps-uncap,0.2,765.6893082949633,293.35539335455434,191.1001911869651
mps-uncap,0.3,1148.1772581547118,416.2978430282832,285.826331931178
mps-uncap,0.4,1550.3777997967109,570.4987109312272,386.41045334048147
