mode,load,0_resnet18-16,1_squeezenet1_0-16,2_vgg16-4
mps-uncap,0.8,2.318859100341797,2.9561519622802734,2.8541088104248047
mps-uncap,0.9,2.312898635864258,2.947568893432617,2.8781890869140625
mps-uncap,1.0,2.3071765899658203,2.9845237731933594,2.8984546661376953
mps-uncap,0.5,2.3157596588134766,2.955913543701172,2.8612613677978516
mps-uncap,0.6,2.307891845703125,2.9544830322265625,2.862691879272461
mps-uncap,0.7,2.2993087768554688,2.9451847076416016,2.8581619262695312
mps-uncap,0.1,2.3059844970703125,2.948284149169922,2.854585647583008
mps-uncap,0.2,2.2962093353271484,2.945423126220703,2.8510093688964844
mps-uncap,0.3,2.3040771484375,2.955198287963867,2.8526782989501953
mps-uncap,0.4,2.2950172424316406,2.9561519622802734,2.8564929962158203
