mode,load,0_resnet18-16,1_squeezenet1_0-16,2_vgg16-4
mps-uncap,0.8,1817.1887720390594,1816.7744700601836,470.7058933314047
mps-uncap,0.9,2042.9024185260184,2041.0921583933582,508.61437266411724
mps-uncap,1.0,2265.6334483251258,2281.845250095073,571.3361586767095
mps-uncap,0.5,1105.3624088201582,1119.7002857260413,287.73060210784166
mps-uncap,0.6,1313.322235163924,1348.3189374689152,332.885712835118
mps-uncap,0.7,1541.3676465771732,1538.4262853780554,399.8635185498792
mps-uncap,0.1,231.41063415680236,227.0907148746767,52.980687812832876
mps-uncap,0.2,449.41928520650134,451.8245721177207,117.65971522070262
mps-uncap,0.3,662.2854927080591,686.9868869241958,173.57379505743003
mps-uncap,0.4,892.7592404807075,930.9733395244135,221.32372972682165
