mode,load,0_densenet201-32,1_mobilenet_v2-32,2_mobilenet_v3_large-16,3_squeezenet1_1-4
mps-uncap,1.0,51.09739303588867,10.220527648925781,5.2967071533203125,1.9042491912841797
