mode,load,0_densenet201-32,1_mobilenet_v2-32,2_mobilenet_v3_large-16,3_squeezenet1_1-4
mps-uncap,1.0,497.5877970698385,2380.4565460539466,1226.0863252086103,622.2438514431385
