mode,load,0_resnet18-4,1_inception_v3-4,2_vgg16-16
mps-uncap,0.1,8.843326568603516,27.46429443359375,17.99952983856201
mps-uncap,0.2,9.720373153686525,26.657533645629883,19.52075958251953
mps-uncap,0.3,9.150171279907228,27.88324356079105,17.53535270690918
mps-uncap,0.4,9.525394439697266,28.796243667602536,19.58775520324707
mps-uncap,0.5,12.230157852172852,28.811311721801758,22.90363311767578
mps-uncap,0.6,15.006780624389654,33.50234031677246,30.04350662231445
mps-uncap,0.7,18.006849288940426,42.701268196105985,39.57786560058594
mps-uncap,0.8,29.534196853637702,63.654184341430664,67.94104576110841
mps-uncap,0.9,61.31315231323242,120.11301517486572,163.50555419921878
mps-uncap,1.0,764.5625591278077,813.2847785949707,1321.7048645019531
mps-uncap,1.1,8650.074291229248,7740.807557106018,10625.444102287292
mps-uncap,1.2,8747.507357597351,21653.90682220459,11785.592079162598
mps-uncap,1.3,8746.63634300232,25562.18409538269,11801.934909820557
mps-uncap,1.4,8749.641060829163,29008.34641456604,11803.656220436096
mps-uncap,1.5,9034.804916381836,26810.00566482544,11986.221742630005
ts,0.1,6.248211860656737,21.46768569946289,24.857163429260254
ts,0.2,6.938123703002931,22.572755813598633,20.69065570831299
ts,0.3,7.4340105056762695,25.841832160949707,21.13628387451172
ts,0.4,8.289432525634767,28.105878829956055,26.825475692749023
ts,0.5,9.080243110656742,24.942088127136238,37.79199123382568
ts,0.6,10.868453979492188,25.391674041748058,52.58426666259768
ts,0.7,9.013652801513672,23.3790397644043,106.34016990661623
ts,0.8,11.927700042724608,24.74603652954102,1106.9486141204834
ts,0.9,11.798501014709473,22.948741912841797,12718.951940536499
ts,1.0,11.737132072448732,22.79245853424072,15640.211820602417
ts,1.1,11.754059791564947,23.52063655853273,16149.277806282043
ts,1.2,13.347840309143072,25.19230842590332,16829.954385757446
ts,1.3,14.479207992553711,25.449776649475098,17445.30942440033
ts,1.4,18.11041831970216,28.925418853759766,18370.243668556213
ts,1.5,23.187303543090827,30.649423599243164,19273.893976211548
mig,0.1,4.833173751831055,20.479583740234375,60.52143573760987
mig,0.2,5.2204132080078125,20.41344642639161,91.69821739196779
mig,0.3,5.804586410522463,25.545167922973633,431.4135313034057
mig,0.4,6.937122344970703,25.596761703491236,15941.959047317505
mig,0.5,7.617831230163574,25.689268112182614,34574.79381561279
mig,0.6,7.801938056945801,25.87687969207764,34626.161670684814
mig,0.7,8.30845832824707,24.719762802124027,34631.760573387146
mig,0.8,8.511185646057132,23.543119430542006,34665.12632369995
mig,0.9,9.063434600830085,22.685384750366218,34639.0266418457
mig,1.0,9.422492980957031,21.881818771362305,34639.644050598145
mig,1.1,9.409475326538088,21.293783187866214,34643.07322502136
mig,1.2,9.312677383422855,20.767140388488773,34644.85688209534
mig,1.3,6.505489349365235,17.462825775146488,34658.1996679306
mig,1.4,8.897542953491214,21.098041534423828,34652.77934074402
mig,1.5,8.453989028930668,20.542120933532722,34659.97290611267
