mode,load,0_resnet18-4,1_inception_v3-4,2_vgg16-16
mps-uncap,0.1,5.696425437927246,19.289021492004405,15.218782424926765
mps-uncap,0.2,8.032331466674792,18.427937030792236,18.10050249099732
mps-uncap,0.3,8.067007064819313,26.276359558105472,16.117162704467763
mps-uncap,0.4,9.433784484863278,31.55706405639648,21.527051925659173
mps-uncap,0.5,15.346002578735371,32.592031955718944,28.474802970886074
mps-uncap,0.6,20.233011245727557,42.18623638153096,43.52378845214842
mps-uncap,0.7,28.984999656677253,55.9846639633178,59.20143127441404
mps-uncap,0.8,47.59356498718263,103.33919525146484,117.3968553543087
mps-uncap,0.9,98.49178791046143,213.15538883209229,244.34714317321777
mps-uncap,1.0,1115.9147691726685,1286.0967135429385,1726.9033432006836
mps-uncap,1.1,8743.081369400026,8317.22094774246,11838.18772315979
mps-uncap,1.2,8766.357107162476,22836.26992702484,11787.12466955185
mps-uncap,1.3,8768.01995754242,27996.919631958008,11798.14043045044
mps-uncap,1.4,8754.883575439453,29047.95105457306,11800.161316394806
mps-uncap,1.5,9048.971018791199,26823.906564712524,11984.537200927734
ts,0.1,3.881990909576416,17.17045307159423,22.430396080017076
ts,0.2,4.8881196975708,19.10078525543213,19.15117025375361
ts,0.3,6.912851333618179,22.84493446350096,23.972320556640618
ts,0.4,8.154311180114744,29.526195526123008,31.51686191558836
ts,0.5,10.133569240570063,23.72857570648196,53.850917816161974
ts,0.6,12.843551635742184,26.991457939148074,82.54479408264135
ts,0.7,10.613203048706048,24.58559989929203,209.95047092437758
ts,0.8,15.486462116241443,29.399471282959013,1226.4623641967773
ts,0.9,16.429197788238536,23.97310733795166,14284.720945358276
ts,1.0,17.297241687774694,25.11916160583496,15722.855806350708
ts,1.1,17.884709835052487,29.293010234832803,16200.649106502531
ts,1.2,19.55687046051025,34.71191406249999,16962.88149356842
ts,1.3,21.62892818450928,31.42270565032959,17537.527978420258
ts,1.4,32.33896255493168,40.28468132019048,18442.42867708206
ts,1.5,39.154214859008825,45.25123119354243,19468.620262145996
mig,0.1,3.8027477264404324,18.598487377166755,66.21836423873874
mig,0.2,4.457759857177735,19.049701690673793,111.12228393554688
mig,0.3,4.684782028198243,24.098644256591804,668.9842367172241
mig,0.4,6.062686443328859,24.855246543884242,17218.664293289185
mig,0.5,7.4150824546813965,25.715451240539565,34605.391907691956
mig,0.6,7.700338363647459,27.118008136749214,34598.70701789856
mig,0.7,9.212627410888668,27.714524269103997,34601.95405960083
mig,0.8,9.993660449981688,27.708075046539307,34634.88784790039
mig,0.9,10.77562808990479,26.00372314453126,34608.02889585495
mig,1.0,11.941661834716788,22.411704063415527,34608.080887794495
mig,1.1,11.83560848236084,24.07019615173337,34610.667707920074
mig,1.2,12.703611850738524,25.282425880432058,34612.4506187439
mig,1.3,10.341196060180659,22.00025558471675,34630.60922622681
mig,1.4,12.449753284454378,27.350611686706532,34628.56596708298
mig,1.5,11.26029014587402,25.892255306243896,34639.120221138
