mode,load,0_resnet18-4,1_inception_v3-4,2_vgg16-16
mps-uncap,0.1,11.571407318115234,30.045270919799805,29.6323299407959
mps-uncap,0.2,16.823291778564453,30.882835388183594,29.19149398803711
mps-uncap,0.3,14.431953430175781,53.44748497009277,36.905765533447266
mps-uncap,0.4,23.742198944091797,68.49789619445801,36.52238845825195
mps-uncap,0.5,29.497861862182617,53.84039878845215,63.18473815917969
mps-uncap,0.6,42.42992401123047,94.01965141296387,78.11403274536133
mps-uncap,0.7,68.41039657592773,94.52199935913086,102.78892517089844
mps-uncap,0.8,74.87940788269043,159.20710563659668,181.28728866577148
mps-uncap,0.9,135.90025901794434,286.8843078613281,291.15986824035645
mps-uncap,1.0,1232.8598499298096,1384.9215507507324,1861.7513179779053
mps-uncap,1.1,8769.331693649292,8430.17053604126,11858.359575271606
mps-uncap,1.2,8779.75344657898,22983.830451965332,11792.429685592651
mps-uncap,1.3,8782.132625579834,28315.146446228027,11802.666425704956
mps-uncap,1.4,8765.563249588013,29062.81018257141,11804.61072921753
mps-uncap,1.5,9060.962677001953,26837.42070198059,11988.808870315552
ts,0.1,5.6552886962890625,19.53887939453125,31.682252883911133
ts,0.2,12.705326080322266,37.92428970336914,27.944326400756836
ts,0.3,14.835834503173828,40.930747985839844,38.80786895751953
ts,0.4,16.340255737304688,40.61293601989746,52.2160530090332
ts,0.5,18.53156089782715,44.67177391052246,115.32330513000488
ts,0.6,23.84471893310547,44.13199424743652,145.22886276245117
ts,0.7,29.510974884033203,39.26849365234375,341.92466735839844
ts,0.8,30.20024299621582,43.736934661865234,1310.842514038086
ts,0.9,28.392553329467773,44.61312294006348,14392.561674118042
ts,1.0,40.0850772857666,43.914079666137695,15766.204833984375
ts,1.1,44.07906532287598,49.25060272216797,16252.10690498352
ts,1.2,30.706167221069336,63.092947006225586,17003.83186340332
ts,1.3,40.489912033081055,59.159278869628906,17581.24804496765
ts,1.4,86.1055850982666,66.32781028747559,18472.652196884155
ts,1.5,62.12735176086426,78.49907875061035,19521.48389816284
mig,0.1,4.547834396362305,21.014690399169922,108.48355293273926
mig,0.2,10.076522827148438,32.59468078613281,227.93078422546387
mig,0.3,9.782791137695312,39.08276557922363,802.6731014251709
mig,0.4,11.110305786132812,38.942575454711914,17300.800800323486
mig,0.5,14.656782150268555,45.13239860534668,34610.81886291504
mig,0.6,16.47639274597168,49.93033409118652,34600.23808479309
mig,0.7,17.52495765686035,47.13892936706543,34602.73766517639
mig,0.8,22.39394187927246,44.94357109069824,34637.55106925964
mig,0.9,19.277095794677734,45.9589958190918,34608.88481140137
mig,1.0,22.51720428466797,41.43333435058594,34609.330892562866
mig,1.1,25.557279586791992,38.875579833984375,34611.44995689392
mig,1.2,22.845745086669922,44.80385780334473,34614.06898498535
mig,1.3,25.396108627319336,44.907569885253906,34633.53228569031
mig,1.4,31.273603439331055,53.526878356933594,34631.62183761597
mig,1.5,26.671409606933594,43.62821578979492,34641.775131225586
