mode,load,0_resnet18-4,1_inception_v3-4,2_vgg16-16
mps-uncap,0.1,23.425579071044922,43.84493827819824,44.580698013305664
mps-uncap,0.2,25.124549865722656,56.37192726135254,41.3823127746582
mps-uncap,0.3,21.983861923217773,62.1798038482666,47.742605209350586
mps-uncap,0.4,28.144359588623047,77.07500457763672,46.904802322387695
mps-uncap,0.5,34.22975540161133,74.80764389038086,73.96507263183594
mps-uncap,0.6,49.84617233276367,109.28177833557129,89.61772918701172
mps-uncap,0.7,78.81808280944824,106.83441162109375,113.46435546875
mps-uncap,0.8,79.96773719787598,186.47408485412598,193.44639778137207
mps-uncap,0.9,142.1208381652832,300.262451171875,302.99854278564453
mps-uncap,1.0,1242.3725128173828,1416.4478778839111,1873.5418319702148
mps-uncap,1.1,8777.680158615112,8462.230920791626,11870.548009872437
mps-uncap,1.2,8787.646293640137,23013.745307922363,11804.332494735718
mps-uncap,1.3,8792.213201522827,28340.5544757843,11814.456939697266
mps-uncap,1.4,8772.249460220337,29089.856386184692,11816.295146942139
mps-uncap,1.5,9069.965124130249,26864.07470703125,12001.06167793274
ts,0.1,12.640714645385742,38.1925106048584,52.4137020111084
ts,0.2,17.297983169555664,52.23393440246582,44.14725303649902
ts,0.3,19.230127334594727,50.15969276428223,55.082082748413086
ts,0.4,22.257566452026367,56.410789489746094,65.63115119934082
ts,0.5,22.79829978942871,58.84218215942383,127.83360481262207
ts,0.6,28.014659881591797,53.73978614807129,159.1320037841797
ts,0.7,34.07454490661621,50.42386054992676,352.0324230194092
ts,0.8,33.74218940734863,53.57837677001953,1327.20947265625
ts,0.9,31.864643096923828,54.4743537902832,14409.853458404541
ts,1.0,45.63546180725098,53.435325622558594,15782.503843307495
ts,1.1,47.71280288696289,59.65924263000488,16267.178297042847
ts,1.2,36.45133972167969,72.967529296875,17024.837017059326
ts,1.3,45.564889907836914,69.2899227142334,17597.54514694214
ts,1.4,91.24588966369629,76.4007568359375,18491.12343788147
ts,1.5,67.33059883117676,89.3712043762207,19537.509202957153
mig,0.1,8.991003036499023,40.77601432800293,143.07236671447754
mig,0.2,14.390707015991211,47.170162200927734,262.4826431274414
mig,0.3,14.10222053527832,49.94916915893555,837.2364044189453
mig,0.4,15.438556671142578,50.44746398925781,17335.381031036377
mig,0.5,19.062519073486328,56.288957595825195,34645.43390274048
mig,0.6,20.792245864868164,58.59017372131348,34634.84501838684
mig,0.7,21.864652633666992,58.18033218383789,34637.3176574707
mig,0.8,26.676416397094727,53.38120460510254,34672.16873168945
mig,0.9,22.640228271484375,54.48174476623535,34643.468379974365
mig,1.0,25.903701782226562,49.878835678100586,34643.90301704407
mig,1.1,27.52399444580078,49.03841018676758,34646.01826667786
mig,1.2,26.134252548217773,53.31015586853027,34648.667335510254
mig,1.3,28.707504272460938,53.28702926635742,34668.097734451294
mig,1.4,33.267974853515625,62.07156181335449,34666.29981994629
mig,1.5,29.978275299072266,52.04582214355469,34676.38373374939
