mode,load,0_resnet18-4,1_inception_v3-4,2_vgg16-16
mps-uncap,0.1,2.3975372314453125,9.372949600219727,12.112855911254883
mps-uncap,0.2,1.9855499267578125,8.849620819091797,9.84334945678711
mps-uncap,0.3,1.9919872283935547,8.585691452026367,9.847402572631836
mps-uncap,0.4,1.9602775573730469,8.619546890258789,9.824752807617188
mps-uncap,0.5,2.0225048065185547,8.630037307739258,9.843587875366211
mps-uncap,0.6,2.0008087158203125,8.529424667358398,9.867191314697266
mps-uncap,0.7,2.023935317993164,8.338451385498047,9.872198104858398
mps-uncap,0.8,2.0072460174560547,8.403301239013672,9.881973266601562
mps-uncap,0.9,2.025127410888672,8.517742156982422,9.900808334350586
mps-uncap,1.0,1.9564628601074219,8.468151092529297,10.126829147338867
mps-uncap,1.1,5.65648078918457,25.519371032714844,13.141155242919922
mps-uncap,1.2,5.826473236083984,23.131132125854492,10.23101806640625
mps-uncap,1.3,2.0351409912109375,17.279624938964844,10.18977165222168
mps-uncap,1.4,9.679079055786133,27.998924255371094,11.01994514465332
mps-uncap,1.5,13.956069946289062,36.394596099853516,15.011310577392578
ts,0.1,2.6056766510009766,9.305238723754883,11.096477508544922
ts,0.2,2.7098655700683594,8.731603622436523,9.857892990112305
ts,0.3,2.6454925537109375,8.43358039855957,9.845495223999023
ts,0.4,1.9762516021728516,8.508920669555664,9.828329086303711
ts,0.5,1.935720443725586,8.476018905639648,9.83285903930664
ts,0.6,2.2215843200683594,8.579254150390625,9.867668151855469
ts,0.7,1.9412040710449219,8.599042892456055,9.895801544189453
ts,0.8,1.9385814666748047,8.6517333984375,9.936809539794922
ts,0.9,1.981496810913086,8.380889892578125,10.037899017333984
ts,1.0,1.9767284393310547,8.520126342773438,15.561342239379883
ts,1.1,1.9435882568359375,8.45646858215332,17.36307144165039
ts,1.2,1.9543170928955078,8.662700653076172,22.20320701599121
ts,1.3,1.9757747650146484,8.560657501220703,20.209074020385742
ts,1.4,1.9805431365966797,8.61358642578125,19.47164535522461
ts,1.5,1.9767284393310547,8.453369140625,20.615816116333008
mig,0.1,2.2788047790527344,9.412288665771484,34.626007080078125
mig,0.2,3.221273422241211,8.47768783569336,34.58285331726074
mig,0.3,2.0771026611328125,8.695363998413086,34.61337089538574
mig,0.4,2.3033618927001953,8.470535278320312,34.77358818054199
mig,0.5,2.263784408569336,8.593559265136719,34.74617004394531
mig,0.6,1.964569091796875,8.434772491455078,34.73997116088867
mig,0.7,1.9648075103759766,8.424758911132812,34.81292724609375
mig,0.8,2.290487289428711,8.421659469604492,35.03870964050293
mig,0.9,1.992940902709961,8.385419845581055,34.834861755371094
mig,1.0,1.9938945770263672,8.447408676147461,34.918785095214844
mig,1.1,2.010345458984375,8.312225341796875,34.73544120788574
mig,1.2,1.9774436950683594,8.431673049926758,34.893035888671875
mig,1.3,1.9736289978027344,8.392095565795898,34.75379943847656
mig,1.4,1.9924640655517578,8.484125137329102,34.87849235534668
mig,1.5,1.9822120666503906,8.45646858215332,34.87038612365723
