mode,load,0_resnet18-4,1_inception_v3-4,2_vgg16-16
mps-uncap,0.1,13.810629844665527,39.161844253540046,30.401947498321537
mps-uncap,0.2,15.273809432983395,39.1528511047363,31.223850250244144
mps-uncap,0.3,14.30206298828125,42.79253005981445,26.393265724182104
mps-uncap,0.4,16.088066101074208,48.10235500335693,32.26177692413329
mps-uncap,0.5,22.07260131835945,48.81068944931028,39.36740398406982
mps-uncap,0.6,27.048263549804695,57.24740028381348,54.73734378814693
mps-uncap,0.7,36.7608165740967,74.91753578186031,70.6705284118652
mps-uncap,0.8,55.569305419921925,129.50992584228516,129.32137012481664
mps-uncap,0.9,107.45847225189209,237.67995834350586,255.95169067382812
mps-uncap,1.0,1124.5613861083984,1315.2324485778815,1738.979721069336
mps-uncap,1.1,8751.346988677979,8343.958895206451,11850.127229690552
mps-uncap,1.2,8775.13162612915,22866.38091802597,11798.922491073608
mps-uncap,1.3,8776.756916046143,28025.988090038296,11809.986839294434
mps-uncap,1.4,8763.894653320312,29077.58402824402,11811.897287368774
mps-uncap,1.5,9057.899351119995,26850.527715682983,11996.495280265808
ts,0.1,8.402671813964844,36.55073642730712,38.416516780853264
ts,0.2,10.483145713806136,38.22187185287476,33.7600445747375
ts,0.3,12.176609039306658,39.243924617767306,36.672258377075146
ts,0.4,13.649599552154537,40.813665390014634,43.53308677673337
ts,0.5,15.57364702224731,39.113898277282786,66.54796600341781
ts,0.6,17.977080345153805,41.00935459136967,95.76890945434566
ts,0.7,15.911369323730467,36.50755882263185,226.3416099548348
ts,0.8,20.16884803771972,40.85586547851564,1240.657091140747
ts,0.9,21.490824222564765,35.37259101867671,14300.390844345093
ts,1.0,22.023091316223162,36.32286071777343,15737.4342918396
ts,1.1,22.335689067840544,39.949653148651166,16217.43220090866
ts,1.2,23.784527778625478,45.16172885894774,16979.195642471313
ts,1.3,26.36051177978516,41.74870967864992,17555.575280189514
ts,1.4,36.66041374206583,50.794219970703246,18462.522439956665
ts,1.5,43.9105129241944,55.06700515747069,19488.477964401245
mig,0.1,8.24236869812012,38.42242717742921,100.8075284957883
mig,0.2,8.836793899536135,36.4733791351318,145.693359375
mig,0.3,8.917570114135742,38.71434211730958,703.5924458503723
mig,0.4,10.39677143096924,37.96796321868895,17253.23784828186
mig,0.5,11.82481288909912,36.90531253814698,34639.954590797424
mig,0.6,12.046878337860107,39.7486662864683,34633.29551696777
mig,0.7,13.50934028625488,38.16709280014031,34636.56375646591
mig,0.8,14.031460285186764,37.705476284027085,34669.47134017944
mig,0.9,14.849815368652347,36.570701599121094,34642.62084722519
mig,1.0,15.78362464904785,33.68079662322998,34642.66442298889
mig,1.1,15.649299621582024,34.20013189315794,34645.278112888336
mig,1.2,16.267223358154297,35.00229835510252,34647.0574092865
mig,1.3,14.026489257812445,30.860671997070273,34665.1978969574
mig,1.4,15.741539001464911,36.629800796508775,34663.21443319321
mig,1.5,14.471540451049803,34.745838642120376,34673.739206790924
