mode,load,0_resnet18-4,1_inception_v3-4,2_vgg16-16
mps-uncap,0.1,0.10633468627929688,0.1291751861572266,3.0967712402343754
mps-uncap,0.2,1.4056205749511723,3.061032295227054,7.199645042419433
mps-uncap,0.3,2.507209777832033,10.915946960449222,7.2628021240234375
mps-uncap,0.4,3.834724426269531,11.216354370117186,9.345054626464844
mps-uncap,0.5,5.703926086425781,13.057160377502441,12.381649017333986
mps-uncap,0.6,8.28323364257813,16.28589630126953,19.340658187866207
mps-uncap,0.7,10.7940673828125,23.46417903900147,28.190803527832028
mps-uncap,0.8,21.81377410888672,42.267799377441406,56.257820129394545
mps-uncap,0.9,53.04408073425293,95.38769721984863,151.7781734466555
mps-uncap,1.0,755.9689521789551,784.9628925323486,1310.0013732910156
mps-uncap,1.1,8641.795301437378,7712.634992599487,10613.468647003174
mps-uncap,1.2,8738.788890838623,21625.097155570984,11773.802757263184
mps-uncap,1.3,8737.779140472412,25535.865545272827,11790.161514282227
mps-uncap,1.4,8740.96167087555,28979.37731742859,11791.8217420578
mps-uncap,1.5,9025.843048095703,26783.343076705933,11974.216079711914
ts,0.1,0.10123252868652341,0.11968612670898438,4.091739654541016
ts,0.2,0.5718231201171977,3.1200647354125977,7.238721847534176
ts,0.3,2.4524927139282227,9.502053260803223,9.498119354248047
ts,0.4,3.126645088195801,12.125873565673832,14.583921432495119
ts,0.5,3.9047002792358416,10.580420494079595,24.839305877685533
ts,0.6,5.385112762451171,11.37118339538575,39.4770622253418
ts,0.7,4.33001518249512,10.735416412353517,91.88337326049805
ts,0.8,6.714510917663573,11.996984481811529,1093.3165550231934
ts,0.9,6.944894790649414,11.46388053894043,12704.381799697876
ts,1.0,7.065343856811524,11.82589530944824,15624.763488769531
ts,1.1,7.260060310363773,12.613105773925785,16133.341550827026
ts,1.2,8.806800842285158,14.440298080444345,16812.848925590515
ts,1.3,10.045433044433594,14.693474769592282,17428.85892391205
ts,1.4,13.494682312011731,18.497228622436523,18350.915217399597
ts,1.5,18.71943473815918,19.900012016296387,19256.214380264282
mig,0.1,0.10991096496582031,0.09424686431884766,25.8455514907837
mig,0.2,0.7576942443847656,1.2839317321777388,57.0891857147217
mig,0.3,1.4655113220214844,9.368419647216797,396.8504190444946
mig,0.4,2.590036392211914,9.740400314331058,15907.379722595215
mig,0.5,3.2056093215942387,11.192131042480469,34540.21346569061
mig,0.6,3.481841087341309,11.651682853698732,34591.58577919006
mig,0.7,3.978252410888672,11.564517021179206,34597.18391895294
mig,0.8,4.211306571960451,11.340093612670898,34630.44900894165
mig,0.9,4.919075965881349,11.084222793579112,34604.4269323349
mig,1.0,5.41200637817383,10.873079299926758,34605.045318603516
mig,1.1,5.420637130737306,10.895824432373049,34608.47523212433
mig,1.2,5.535936355590822,10.756540298461914,34610.28084754944
mig,1.3,3.1979084014892587,8.95185470581055,34623.59607219696
mig,1.4,5.531644821166996,12.109279632568372,34618.17502975464
mig,1.5,5.198431015014653,11.53936386108399,34625.25379657745
