mode,load,0_resnet50-16,1_resnet50-16,2_resnet50-16,3_resnet50-16
mig,0.1,75.22775728808296,72.81658462213088,78.5829268186545,36.699476035767866
mig,0.2,144.5549311635705,146.08155996981634,142.04087325259925,75.11465339015466
mig,0.3,229.61276961159544,233.46400209073101,219.847223966961,109.57809779457138
mig,0.4,290.9212318722994,298.3923713296872,293.7637118750794,157.51628085083433
mig,0.5,379.9849681284738,367.69214596034584,365.95880220105875,191.48600953988625
mig,0.6,468.775364924154,454.7585819085622,459.2646224885281,236.66692953621504
mig,0.8,610.7275408235384,621.0521045826598,611.6239113540895,300.07526635959823
mig,0.9,656.36940551347,656.2130833568525,648.6521022340805,334.8677420871212
mig,1.0,657.9400838059566,656.9640606257282,657.4303359153166,337.6474371844716
mig,0.7,504.9443787859406,536.5246395594343,515.6742485422487,262.5513683712917
