mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-16,3_resnet34-32
mps-uncap,1.0,12.724456787109375,13.045892715454098,12.03038215637207,16.176462173461914
