mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-16,3_resnet34-32
mps-uncap,1.0,2730.041521448293,1365.004326186247,1648.2388974208786,2241.9397875654995
