mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-16,3_resnet34-32
mps-uncap,1.0,12.385916709899902,12.504005432128906,11.358976364135742,15.22970199584961
