mode,load,0_densenet169-8,1_efficientnet_b5-8,2_vgg11-4
mps-uncap,0.8,44.229745864868164,31.001806259155273,6.617069244384766
mps-uncap,0.9,714.3011093139648,70.61481475830078,23.528695106506348
mps-uncap,1.0,3412.703037261963,922.6975440979004,1493.3196306228638
mps-uncap,0.5,20.138263702392578,18.119335174560547,2.8917789459228516
mps-uncap,0.6,22.59349822998047,19.855737686157227,3.4415721893310547
mps-uncap,0.7,29.562830924987793,23.05734157562256,4.281759262084961
mps-uncap,0.1,30.107975006103516,26.870250701904297,2.477884292602539
mps-uncap,0.2,19.774317741394043,19.116878509521484,2.3963451385498047
mps-uncap,0.3,19.388914108276367,18.061399459838867,2.474546432495117
mps-uncap,0.4,20.076751708984375,18.105506896972656,2.7260780334472656
