mode,load,0_densenet169-8,1_efficientnet_b5-8,2_vgg11-4
mps-uncap,0.8,0.011920928955078125,0.011444091796875,0.008821487426757812
mps-uncap,0.9,0.012874603271484375,0.01239776611328125,0.010251998901367188
mps-uncap,1.0,0.016927719116210938,0.012636184692382812,0.01049041748046875
mps-uncap,0.5,0.012159347534179688,0.01239776611328125,0.009298324584960938
mps-uncap,0.6,0.012159347534179688,0.011920928955078125,0.009059906005859375
mps-uncap,0.7,0.011920928955078125,0.011920928955078125,0.008821487426757812
mps-uncap,0.1,0.012874603271484375,0.01239776611328125,0.01239776611328125
mps-uncap,0.2,0.01239776611328125,0.012636184692382812,0.011682510375976562
mps-uncap,0.3,0.012159347534179688,0.012636184692382812,0.010967254638671875
mps-uncap,0.4,0.012636184692382812,0.012159347534179688,0.010728836059570312
