mode,load,0_densenet169-8,1_efficientnet_b5-8,2_vgg11-4
mps-uncap,0.8,280.7810306549072,218.0612087249756,62.17002868652344
mps-uncap,0.9,1531.8267345428467,312.131404876709,127.38919258117676
mps-uncap,1.0,8011.740446090698,1735.8307838439941,4093.6691761016846
mps-uncap,0.5,104.07423973083496,73.16732406616211,22.52483367919922
mps-uncap,0.6,128.9975643157959,89.1420841217041,36.22078895568848
mps-uncap,0.7,190.27328491210938,134.9942684173584,49.64256286621094
mps-uncap,0.1,59.322357177734375,51.9866943359375,8.014917373657227
mps-uncap,0.2,53.99775505065918,52.38461494445801,9.812355041503906
mps-uncap,0.3,62.80636787414551,63.15922737121582,13.449907302856445
mps-uncap,0.4,76.64823532104492,63.93551826477051,18.828392028808594
