mode,load,0_densenet169-8,1_efficientnet_b6-4,2_mobilenet_v3_small-2
mps-uncap,0.8,130.01346588134766,160.51363945007324,52.99115180969238
mps-uncap,0.9,206.50386810302734,220.6723690032959,73.09889793395996
mps-uncap,1.0,1092.8702354431152,959.9454402923584,360.074520111084
mps-uncap,0.5,77.65412330627441,70.70159912109375,21.436214447021484
mps-uncap,0.6,86.58647537231445,78.60350608825684,26.920795440673828
mps-uncap,0.7,103.93500328063965,80.46865463256836,29.25872802734375
mps-uncap,0.1,63.26746940612793,54.49676513671875,21.805763244628906
mps-uncap,0.2,51.025390625,57.847023010253906,29.32453155517578
mps-uncap,0.3,47.67036437988281,51.02825164794922,27.654409408569336
mps-uncap,0.4,51.313161849975586,63.849449157714844,31.22425079345703
