mode,load,0_densenet169-8,1_efficientnet_b6-4,2_mobilenet_v3_small-2
mps-uncap,0.8,10.25533676147461,11.621475219726562,2.8803348541259766
mps-uncap,0.9,17.36903190612793,23.157119750976562,6.417036056518555
mps-uncap,1.0,386.1030340194702,289.60371017456055,132.61044025421143
mps-uncap,0.5,0.054955482482910156,0.052809715270996094,0.2892017364501953
mps-uncap,0.6,1.256704330444336,2.679586410522461,0.8040666580200195
mps-uncap,0.7,4.75764274597168,5.857944488525391,1.716017723083496
mps-uncap,0.1,0.061511993408203125,0.05936622619628906,0.0476837158203125
mps-uncap,0.2,0.05340576171875,0.05650520324707031,0.048160552978515625
mps-uncap,0.3,0.048160552978515625,0.04458427429199219,0.04887580871582031
mps-uncap,0.4,0.044465065002441406,0.043392181396484375,0.3952980041503906
