mode,load,0_densenet169-8,1_efficientnet_b6-4,2_mobilenet_v3_small-2
mps-uncap,0.8,12.216806411743164,12.573003768920898,2.4514198303222656
mps-uncap,0.9,11.727333068847656,12.797832489013672,2.447366714477539
mps-uncap,1.0,12.774825096130371,12.842416763305664,2.479076385498047
mps-uncap,0.5,11.607050895690918,12.264013290405273,2.4535655975341797
mps-uncap,0.6,11.220932006835938,12.157917022705078,2.4268627166748047
mps-uncap,0.7,11.628866195678711,12.00878620147705,2.457857131958008
mps-uncap,0.1,18.197298049926758,23.080825805664062,5.644559860229492
mps-uncap,0.2,16.3116455078125,16.653776168823242,5.691409111022949
mps-uncap,0.3,12.820005416870117,13.263940811157227,3.9327144622802734
mps-uncap,0.4,11.666655540466309,12.277603149414062,3.6249160766601562
