mode,load,0_densenet169-8,1_efficientnet_b6-4,2_mobilenet_v3_small-2
mps-uncap,0.8,13.254795074462884,14.536094665527344,3.262848854064942
mps-uncap,0.9,12.575292587280282,14.164066314697267,3.5223388671874987
mps-uncap,1.0,13.115856647491455,13.51264953613281,3.1583309173583984
mps-uncap,0.5,18.088066577911388,17.982242107391354,4.482743740081785
mps-uncap,0.6,16.811437606811523,15.352475643157959,3.934874534606934
mps-uncap,0.7,13.809385299682607,14.550211429595942,3.527402877807617
mps-uncap,0.1,27.046613693237298,27.238235473632812,6.740570068359373
mps-uncap,0.2,26.5175724029541,27.038722038269043,6.894998550415039
mps-uncap,0.3,23.284740447998047,19.20385360717774,6.4945220947265625
mps-uncap,0.4,18.36756944656372,18.506546020507812,5.493795871734619
