mode,load,0_densenet169-8,1_efficientnet_b6-4,2_mobilenet_v3_small-2
mps-uncap,0.8,45.07865905761718,47.245597839355476,12.044334411621092
mps-uncap,0.9,70.0669288635254,84.89871025085449,25.770187377929688
mps-uncap,1.0,880.4884195327759,604.4813632965088,289.0510559082031
mps-uncap,0.5,15.039825439453129,16.36793613433838,4.480957984924318
mps-uncap,0.6,18.500995635986342,21.744608879089355,4.926633834838869
mps-uncap,0.7,23.30923080444337,26.26910209655764,6.962037086486816
mps-uncap,0.1,8.117389678955087,2.180814743042004,3.7899017333984375
mps-uncap,0.2,12.725257873535156,11.408138275146488,6.153130531311037
mps-uncap,0.3,12.159442901611328,12.132644653320312,6.25276565551758
mps-uncap,0.4,13.120460510253913,12.767744064331053,5.609393119812012
