mode,load,0_densenet169-8,1_efficientnet_b6-4,2_mobilenet_v3_small-2
mps-uncap,0.8,9.997844696044922,10.148763656616211,2.35748291015625
mps-uncap,0.9,9.977579116821289,10.371923446655273,2.324819564819336
mps-uncap,1.0,10.134220123291016,10.44464111328125,2.353191375732422
mps-uncap,0.5,10.110616683959961,10.251283645629883,2.310037612915039
mps-uncap,0.6,10.066747665405273,10.315179824829102,2.3245811462402344
mps-uncap,0.7,10.07533073425293,10.238409042358398,2.353668212890625
mps-uncap,0.1,9.965658187866211,10.390758514404297,2.315521240234375
mps-uncap,0.2,9.870529174804688,10.161161422729492,2.3937225341796875
mps-uncap,0.3,9.844779968261719,10.222434997558594,2.349853515625
mps-uncap,0.4,9.786605834960938,10.095357894897461,2.317190170288086
